;Level;Stance;Claim;Votes
2471;1.0;pro;"In Jeremiah 1:5 it says, ""Before I formed you in the womb, I knew you."" This tells us that the Bible shows that the unborn are priceless, and genuinely meant to live.";['1', '1', '2', '0', '1']
2472;1.0;pro;The Bible states that God believes if a man causes injury to a woman who is pregnant, and in turn kills the fetus, then he should give life for life. This indicates that God believes the fetus to be a living being and its killing to be wrong.;['0', '0', '3', '1', '1']
2473;1.0;pro;The verse (Exodus 21:22) calls the baby a yeled, or 'child', thus teaching that it is a person.;['0', '0', '0', '1', '0']
2474;1.0;con;This is inaccurate. Exodus 21:22 says that if a woman is accidentally injured in a fight and miscarries, the one who injured her has to pay a fee to the husband. The husband decides on the fee. If the woman dies, the normal punishment for murder is applied (eye for an eye etc).;['1', '1', '1', '0', '1']
2475;1.0;pro;"Some translations use the term ""mischief"" to describe the woman dying. Other translations specify different punishments based on how far along in development the fetus was.";['0', '0', '1', '0', '0']
2476;1.0;con;"In the case where a fine is paid, the baby was not 'miscarried.' In describing what happened the Hebrew words of ""yeled"" and ""yatsa"" translate to ""the child went out"". This plausibly refers to a premature birth rather than a miscarriage.";['0', '0', '1', '0', '0']
2477;1.0;pro;When Elizabeth's baby leaps for joy in her womb (Luke 1:41,44) this implies that the baby is a person.;['0', '0', '1', '0', '0']
2478;1.0;pro;"In Psalm 51:5-6 David says, ""Surely I was sinful at birth, sinful from the time my mother conceived me. Yet you desired faithfulness even in the womb; you taught me wisdom in that secret place.""";['0', '0', '1', '0', '0']
2479;1.0;con;There are numerous examples of God-ordained infanticide, child murder, and the murder of pregnant women in the Old Testament. These include Jeremiah 11:22-23, Psalm 135:8 and 2 Kings 15:16.;['1', '0', '2', '1', '2']
2480;1.0;con;Menahem is shown to commit infanticide in 2 Kings 15:15, but 2 Kings 15:18 illustrates the fact that God did not necessarily approve of Menahem's actions.;['0', '0', '1', '1', '0']
2481;1.0;con;"Christians have long discarded many outmoded Bible covenants. The Bible states, ""But every woman that prayeth or prophesieth with her head uncovered dishonoureth her head...""(1 Corinthians 11:5). Enforcing this in many countries would would be resisted by many of the same who are pro-life.";['1', '1', '2', '1', '1']
2482;1.0;pro;Abortion is generally forbidden in Sikhism on the basis that it interferes with the work of God.;['2', '0', '2', '1', '1']
2483;1.0;pro;The Catholic Church has always strongly condemned abortion.;['1', '0', '2', '0', '1']
2484;1.0;pro;Pope Francis described abortion as a 'very grave sin' and a 'horrendous crime'.;['0', '1', '1', '2', '1']
2485;1.0;pro;His analogy compared abortion to hiring a hitman to take a life.;['0', '1', '1', '0', '1']
2486;1.0;con;Pope Francis's statements made it clear that women who have had abortions would still be considered members of the Catholic Church and that they could be forgiven by priests. This represents a softening of the Catholic Church's position towards abortion. Previously, any individual who performed or had an abortion could be immediately excommunicated from the Catholic Church.;['1', '0', '2', '0', '1']
2487;1.0;con;Catholics do not uniformly oppose abortion. For example, the Catholics for choice group, believe that abortion rights and Catholicism are not incompatible.;['1', '0', '2', '0', '2']
2488;1.0;con;The Catholic Church has always condemned birth control as well. Most people, including Catholics, do not agree with this stance. Therefore, the Catholic Church's moral stance on an issue is generally accepted to fallible.;['1', '0', '2', '0', '2']
2489;1.0;pro;Many Orthodox Jews feel that abortion is wrong, except in cases where it is necessary to save the woman's life.;['1', '0', '3', '0', '1']
2490;1.0;con;Historically, abortion has been accepted in Judaism. While many orthodox Jews oppose abortion, many do not oppose it.;['1', '0', '2', '0', '2']
2491;1.0;con;"Until 1827, abortions prior to ""quickening"" (the stage where a mother could feel the fetus moving) were commonplace and accepted by everyone including religious clerics.";['1', '2', '0', '0', '3']
2492;1.0;con;"There is no scientific or factual evidence whatsoever of the existence of a ""God"", and any beliefs that are credited to him are simply moral constructs devised by humans.";['0', '0', '1', '1', '1']
2493;1.0;pro;Since there is no evidence of God's existence, basing policy on what God may believe is ultimately unfounded speculation.;['0', '0', '1', '1', '0']
2494;1.0;con;There has been evidence of miracles that have been proven true by atheist scientists, as well as excavations done by atheist archeologists that confirm, rather than deny, that the events in the Bible are true.;['0', '2', '0', '0', '1']
2495;1.0;con;Even if the moral constructs underlying religion have been devised by humans, they are still valuable since a person may base their belief system on whatever they like.;['0', '0', '0', '0', '0']
2496;1.0;con;No one can be forced to live according to others' religious beliefs. Any denial of access to abortion based on religion is nothing other than forcing someone's beliefs on to others.;['1', '0', '1', '1', '5']
2497;1.0;pro;"In the United States, the First Amendment states that ""Congress shall make no law respecting an establishment of religion, or prohibiting the free exercise thereof."" Banning abortion on religious grounds is therefore unconstitutional and illegal in the United States.";['1', '0', '2', '0', '2']
2498;1.0;pro;Laws are generally based on secular values, not specific religious ones, as the latter can vary from one religion to another.;['0', '0', '2', '0', '0']
2499;1.0;pro;The moral stance on abortion differs between religions, and therefore is not universally considered murder.;['1', '1', '1', '0', '2']
2500;1.0;pro;Abortion is not uncommon among Hindu and Sikh communities where there is a cultural preference for male babies over female.;['1', '0', '2', '0', '1']
2501;1.0;pro;In Islam, a fetus is thought to become a living soul only after 120 days of gestation and so abortion is generally seen as permissible until this time.;['1', '0', '2', '0', '1']
2502;1.0;pro;If abortions are denied to women on the basis of another’s religious beliefs on when life begins, then the woman loses her right to her own religious beliefs.;['1', '0', '2', '0', '2']
2503;1.0;con;Religious beliefs and values can often be seen as good guiding principles for how people should live their lives, regardless of whether they ascribe to the religion.;['0', '0', '1', '0', '0']
